69.0,50.0,224.0
64.725,44.9,212.0
70.2,50.8,228.0
65.85,43.4,218.0
67.825,51.3,218.0
65.375,47.5,212.0
71.025,52.1,230.0
66.875,47.5,218.0
70.55,52.2,228.0
64.875,45.5,212.0
68.875,49.5,224.0
65.125,44.5,214.0
69.7,50.8,226.0
66.85,49.4,216.0
67.725,46.9,222.0
63.35,48.4,203.0
69.525,51.1,225.0
67.375,48.5,219.0
71.475,55.9,228.0
66.05,47.2,215.0
69.775,49.1,228.0
65.95,46.8,215.0
63.425,41.7,210.0
68.6,53.4,219.0
63.325,43.3,208.0
64.775,48.1,209.0
67.125,50.5,216.0
70.2,49.8,229.0
64.625,43.5,213.0
70.875,51.5,230.0
66.3,46.2,217.0
71.775,55.1,230.0
68.2,48.8,222.0
65.8,47.2,214.0
65.95,46.8,215.0
68.6,50.4,222.0
64.8,45.2,212.0
66.225,49.9,213.0
60.625,46.5,192.0
62.5,50.0,196.0
62.075,51.3,193.0
59.35,45.4,188.0
63.425,52.7,197.0
61.8,45.2,198.0
57.025,46.1,178.0
63.075,51.3,197.0
61.25,46.0,195.0
63.325,51.3,198.0
60.9,46.6,193.0
62.425,51.7,194.0
59.0,47.0,185.0
64.25,52.0,201.0
59.975,45.9,190.0
63.875,50.5,201.0
62.825,50.3,197.0
60.75,58.0,181.0
60.1,46.4,190.0
62.05,49.2,195.0
56.85,42.4,181.0
60.875,48.5,191.0
58.55,43.2,187.0
61.9,50.6,193.0
61.425,46.7,195.0
63.25,52.0,197.0
63.625,50.5,200.0
63.375,49.5,200.0
60.35,46.4,191.0
65.45,52.8,205.0
57.975,40.9,187.0
64.8,54.2,201.0
58.375,42.5,187.0
64.5,51.0,203.0
62.175,49.7,195.0
62.625,47.5,199.0
61.65,47.6,195.0
66.5,52.0,210.0
60.725,46.9,192.0
65.625,53.5,205.0
65.75,49.0,210.0
59.3,46.2,187.0
62.725,50.9,196.0
61.375,45.5,196.0
62.725,50.9,196.0
63.95,50.8,201.0
61.025,50.1,190.0
66.25,49.0,212.0
60.625,51.5,187.0
62.95,49.8,198.0
62.775,48.1,199.0
64.1,51.4,201.0
60.675,45.7,193.0
64.425,50.7,203.0
58.375,42.5,187.0
63.3,52.2,197.0
60.05,45.2,191.0
64.075,49.3,203.0
64.05,50.2,202.0
60.9,45.6,194.0
65.475,51.9,206.0
59.95,46.8,189.0
61.175,45.7,195.0
66.7,55.8,207.0
62.375,43.5,202.0
61.65,49.6,193.0
66.2,50.8,210.0
63.05,50.2,198.0
